Year,Company_Name,ABN,ANZSIC_Code
2020-21,Autopact Victoria Pty Ltd,42618771574,3911
2020-21,Autumn Lodge,81350273467,8601
2020-21,Avanade Australia Pty Limited,58093925207,7000
2020-21,Avant Insurance Limited,82003707471,6322
2020-21,Avaya Australia Pty Ltd,73092276983,5809
2020-21,Aveo Group Limited,28010729950,3019
2020-21,Avery Dennison Materials Pty Ltd,92007706934,1529
2020-21,Aviall Australia Pty Limited,38006224764,3491
2020-21,Aviation Industry Resources Pty Ltd,79141405843,7212
2020-21,Avid Property Group Pty Ltd,81607963093,3019
2020-21,Avid Resources (Wa) Pty Ltd,36631758266,6923
2020-21,Avila College,95317268827,8022
2020-21,Avivo: Live Life Inc.,21515661040,8790
2020-21,Avjennings Holdings Limited,84004287003,3011
2020-21,Avk Australia Holding Pty Ltd,11081236777,2122
2020-21,Avocado Consulting Pty Ltd,14108342561,7000
2020-21,Avondale University College Limited,53108186401,8102
2020-21,Aware Super Pty Ltd,11118202672,6419
2020-21,Awh Pty Ltd,81069066842,5309
2020-21,Awp Australia Pty Ltd,52097227177,6420
2020-21,Axalta Coating Systems Australia Pty Ltd,53158497655,3339
2020-21,Axial Group Pty Ltd,49084654722,8101
2020-21,Axicom Administration Pty Ltd,35151461817,6712
2020-21,Aztech Services Australia Pty Ltd,76612469084,2922
2020-21,B & J CITY KITCHEN PTY LTD,82619485353,1199
2020-21,B & McK Services Trust,74247959215,6931
2020-21,B & R Enclosures Pty. Ltd.,97007587082,2439
2020-21,B Braun Australia Pty Ltd,56002945155,3491
2020-21,B M W Australia Ltd.,11004675129,3501
2020-21,B P Australia Pty Ltd,53004085616,1701
2020-21,B. Braun Avitum Australia Pty Ltd,89123563208,8512
2020-21,B.I.C. Services Pty. Limited,40003700301,7311
2020-21,B.M.D. Constructions Pty. Limited,59010126100,3109
2020-21,B.c Cockburn & Others,95591906639,6931
2020-21,BDO Group Holdings Limited,85134036490,6932
2020-21,BE Campbell Services Pty Ltd,37163052926,1111
2020-21,BG&E Pty Ltd,67150804603,6923
2020-21,BGIS Pty Ltd,83064638197,3020
2020-21,BIOSIS PTY LTD,65006175097,6999
2020-21,BMT Commercial Australia Pty Ltd,54010830421,6923
2020-21,BN Law Limited,22621026864,6931
2020-21,BPAY Group Holding Pty Ltd,44626481525,6419
2020-21,BRENNAN IT PTY LIMITED,29082699367,7000
2020-21,BSA Limited,50088412748,5809
2020-21,BT Australasia Pty Limited,93003050146,5809
2020-21,BUDERIM FOODS PTY LTD,19643124029,1182
2020-21,BWX AUSTRALIA PTY LTD,71601966170,7720
2020-21,Babcock Pty Ltd,32050019817,9429
2020-21,Baby Bunting Pty Ltd,43128546154,4279
2020-21,Bachy Soletanche Australia Pty Ltd,80099819762,3109
2020-21,Bacova Holdings Pty. Ltd.,51008581566,3911
2020-21,Badge Management Pty Ltd,11115076072,3020
2020-21,Bae Systems Applied Intelligence Pty Limited,14111187270,7000
2020-21,Bae Systems Australia Limited,29008423005,2391
2020-21,Bai Communications Pty Ltd,99086048562,5802
2020-21,Baiada Poultry Pty Limited,96002925948,1112
2020-21,Bain International Inc.,29003850619,6962
2020-21,Baker & Mckenzie,32266778912,6931
2020-21,Baker Heart And Diabetes Institute,98131762948,6910
2020-21,Bakers Delight Holdings Ltd.,88052528202,1174
2020-21,Ball & Doggett Pty Ltd,58005190036,3736
2020-21,Ballantyne Pty. Ltd.,89006036684,1133
2020-21,Ballarat And Clarendon College,35006101113,8023
2020-21,Ballarat And Queen'S Anglican Grammar School,93005091805,8023
2020-21,Ballarat Community Health,98227492950,8539
2020-21,Ballina R S L Club Ltd,62001040839,4530
2020-21,Bank Australia Limited,21087651607,6221
2020-21,Bank Of China Limited,29002979955,6221
2020-21,Bank Of Queensland Limited,32009656740,6221
2020-21,Bank Of Sydney Ltd,44093488629,6221
2020-21,Banyule Community Health,87776964889,8539
2020-21,Baptcare Ltd,12069130463,8601
2020-21,Baptist Care (Sa) Incorporated,81257754846,8710
2020-21,Baptist Village Baxter Limited,96006640544,8601
2020-21,Baptistcare Nsw & Act,90000049525,9559
2020-21,Baptistcare Wa Limited,17138445819,8601
2020-21,Barbeques Galore Pty Limited,92008577759,4229
2020-21,Barker College,18620620356,8023
2020-21,Barkuma Inc,63477154168,8790
2020-21,Barnardos Australia,18068557906,9559
2020-21,Bartercard Operations Aus Pty Ltd,44168816135,6419
2020-21,Bartier Perry Pty Limited,30124690053,6931
2020-21,"Barwon Child, Youth & Family",98057582733,8790
2020-21,Basf Australia Ltd.,62008437867,1812
2020-21,Batchelor Institute Of Indigenous Tertiary Education,32039179166,8101
2020-21,Batchfire Callide Management Pty Ltd,75009666200,600
2020-21,Bates Smart Architects Pty Ltd,68094740986,6921
2020-21,Bathurst R S L Club Ltd,66001031947,4530
2020-21,Baxter Healthcare Pty Ltd,43000392781,4271
2020-21,Bayer Australia Ltd,22000138714,1841
2020-21,Bayer Cropscience Pty Ltd,87000226022,1832
2020-21,Bayley House,79262349071,8219
2020-21,Bayton Cleaning Co Pty Ltd,13000586247,7311
2020-21,Bbc Studios Australia Pty Ltd,20129255616,5622
2020-21,Bci Media Group Pty Ltd,23098928959,6020
2020-21,Bdo Administration (Sa) Pty Ltd,50161315902,6932
2020-21,Be: Associated Limited,67223811636,8790
2020-21,Beacon Lighting Group Limited,90164122785,4229
2020-21,Beaconhills Christian College Limited,48006204548,8023
2020-21,Beam Suntory Australia Pty Ltd,85003953357,3606
2020-21,Beca Pty. Ltd.,85004974341,6923
2020-21,Bechtel Australia Proprietary Limited,42006334505,6923
2020-21,Becton Dickinson Pty. Ltd.,82005914796,8599
2020-21,Bedford Phoenix Incorporated,24839364005,8790
2020-21,Bega Cheese Limited,81008358503,1133
2020-21,Beiersdorf Australia Ltd,98000025623,3720
2020-21,Bell Potter Securities Limited,25006390772,6411
2020-21,Belmont 16Ft Sailing Club Ltd,50001020471,4530
2020-21,Ben Buckler Eyewear Pty Ltd,55155832241,8532
2020-21,Bendigo And Adelaide Bank Limited,11068049178,6221
2020-21,Benedict Industries Pty Limited,46001926503,2922
2020-21,Benevolent Aged Care Ltd,14650323599,8601
2020-21,Bensonlily Surfers Paradise Pty Ltd,54610683308,4400
2020-21,Bentleigh Bayside Community Health Limited,70136370422,8401
2020-21,Bentleys QLD,23009965379,6932
2020-21,Berakah Christian Education Ltd,96002837658,8022
2020-21,Berendsen Fluid Power Pty Limited,29058390382,9429
2020-21,Berkshire Hathaway Specialty Insurance Company,84600643034,6322
2020-21,Berluti Australia Pty Ltd,35617181432,4252
2020-21,Berwick Motor Group Pty Ltd,12067078371,3911
2020-21,Best & Less Pty Limited,29003724696,4251
2020-21,Best Employment Limited,31078059248,6999
2020-21,Best Practice Software Pty Ltd,92104808988,4222
2020-21,Betfair Pty Limited,30110084985,9209
2020-21,Bethany Christian Care,28041667312,8601
2020-21,Bethany Community Support Inc,38633820168,8790
2020-21,Bethany Kindergarten Services Limited,82071122524,8010
2020-21,Bethesda Hospital Inc,22500997716,8401
2020-21,Beveridge Williams & Co. Pty. Ltd.,38006197235,6922
2020-21,Beyond Bank Australia Limited,15087651143,6221
2020-21,Beyond Blue Limited,87093865840,8790
2020-21,Beyond Television Group Pty Limited,57003424226,5512
2020-21,Bgc (Australia) Pty Ltd,62005736005,2034
2020-21,Bhp Billiton Nickel West Pty Ltd,76004184598,806
2020-21,Bhp Billiton Olympic Dam Corporation Pty Ltd,99007835761,803
2020-21,Bhp Coal Pty Ltd,83010595721,600
2020-21,Bhp Group Limited,49004028077,1090
2020-21,Bhp Petroleum Pty Ltd,97006918832,700
2020-21,Bhp Waio Pty Ltd,18008852784,801
2020-21,Bialik College Limited,93612235864,8023
2020-21,Bickford's Australia Pty Ltd,18053240261,1214
2020-21,Bidfood Australia Limited,33000228231,3609
2020-21,Big Ben Holdings Pty. Limited,63008434562,600
2020-21,Big Fat Smile Group Ltd,82002796232,8710
2020-21,Big River Group Pty Ltd,72000009754,1491
2020-21,Billanook College Limited,37005705555,8023
2020-21,Billard Leece Partnership Pty Ltd,36069344038,6921
2020-21,Billi Australia Pty Ltd,64624954829,3231
2020-21,Bindaree Beef Pty. Limited,42056599163,1111
2020-21,Biniris (Aust.) Pty. Ltd.,68071134686,7311
2020-21,Biotronik Australia Pty Limited,52085953608,3491
2020-21,Birdon Holdings Pty Ltd,19001449798,2392
2020-21,Bishop Druitt College Council,33434271424,8023
2020-21,Bishop Tyrrell Anglican College,99268572029,8023
2020-21,Bitu-Mill Services Pty Ltd,85088563571,3101
2020-21,Black Swan Health Limited,64169929677,8512
2020-21,Blackfriars Priory School,97606650231,8022
2020-21,Blackhawk Network (Australia) Pty Ltd,84123251703,6419
2020-21,Blackmores Limited,35009713437,1841
2020-21,Blackrock Investment Management (Australia) Limited,13006165975,6419
2020-21,Blacktown Workers' Club Ltd,21000858006,4530
2020-21,Bloomberg Australia Pty Ltd,47622777851,6020
2020-21,Blue Care,96010643909,8601
2020-21,Blue Lake Milling Pty Ltd,30007968318,1161
2020-21,Blue Lion Moving Services Pty Ltd,82166786947,4610
2020-21,Blue Mountains Grammar School Ltd,33002306318,8219
2020-21,Blue Ocean Operation Pty Ltd,31601800739,4400
2020-21,Bluefin Resources Pty. Limited,48106436837,7211
2020-21,Bluefit Pty Ltd,74127508230,9111
2020-21,Bluescope Steel Limited,16000011058,2110
2020-21,Bluestone Administrative Services Pty Limited,81108308890,6230
2020-21,Bluestone Mines Tasmania Joint Venture Pty Ltd,35141265974,809
2020-21,Blundstone Australia Pty Ltd,60009475852,3712
2020-21,Bm Alliance Coal Operations Pty Limited,67096412752,600
2020-21,Bmw Australia Finance Limited,78007101715,6229
2020-21,Bmw Sydney Pty. Limited,12007103433,3911
2020-21,Bnp Paribas,23000000117,6221
2020-21,Boandik Lodge Incorporated,87396698358,8790
2020-21,Boart Longyear Australia Pty Ltd,99000401025,3419
2020-21,Bob Jane Corporation Pty Ltd,52005870431,3922
2020-21,Boc Limited,95000029729,1811
2020-21,Boehringer Ingelheim Pty Ltd,52000452308,3720
2020-21,Boeing Aerostructures Australia Pty Limited,15103165466,2394
2020-21,Boeing Australia Holdings Proprietary Limited,42101168932,2394
2020-21,Boeing Defence Australia Ltd,64006678119,7000
2020-21,Boeing Training & Flight Services Australia Pty Limited,85104259270,8219
2020-21,Bombardier Transportation Australia Pty Ltd,73010699804,2399
2020-21,Bond University Limited,88010694121,8102
2020-21,Booktopia Pty Ltd,24096845126,4310
2020-21,Boom Logistics Ltd,28095466961,3292
2020-21,Boost Juice Pty Ltd,11092165681,4129
2020-21,Booth Transport Pty Ltd,98007678622,4610
2020-21,Boral Limited,13008421761,3221
2020-21,Borg Manufacturing Pty Limited,31003246357,1492
2020-21,Borg Shared Services Pty Limited,48144730781,7291
2020-21,Bosch Rexroth Pty Ltd,89003258384,2469
2020-21,Bostik Australia Pty Ltd,79003893838,1915
2020-21,Boston Scientific Pty Ltd,45071676063,3491
2020-21,Bottega Veneta Australia Pty Ltd,55145834411,4259
2020-21,Bouygues Construction Australia Pty Ltd,37144013801,3109
2020-21,Bowen & Pomeroy Proprietary Limited,78004174887,3331
2020-21,Bradken Resources Pty Limited,82098300988,2462
2020-21,Bradnam'S Windows And Doors Pty. Ltd.,78010409819,2229
2020-21,Brady Australia Pty Ltd,28000788447,2599
2020-21,Brambles Limited,89118896021,6631
2020-21,Bravura Solutions Operations Pty Limited,15111148826,7000
2020-21,Breakthru Ltd,18097919607,8790
2020-21,Breville Pty Limited,98000092928,3494
2020-21,Brickworks Limited,17000028526,2021
2020-21,Bridgestone Australia Ltd.,65007516841,3504
2020-21,Bridgestone Mining Solutions Australia Pty Limited,74000069714,1090
2020-21,Briggs & Stratton Australia Pty. Limited,13006576656,3411
2020-21,Brighton Grammar School.,61004117668,8023
2020-21,Brightwater Care Group Limited,23445460050,8601
2020-21,"Brigidine College, Indooroopilly",89109598905,8022
2020-21,Brigidine College; St Ives,15085694695,8022
2020-21,Brisbane Airport Corporation Pty Limited,54076870650,5220
2020-21,Brisbane Convention Centre Hotel (Development) Limited,77063152107,4400
2020-21,Brisbane Racing Club Limited,80133679786,9121
2020-21,Bristol-Myers Squibb Australia Pty Ltd,33004333322,1841
2020-21,Britax Childcare Pty Ltd,55006773600,3739
2020-21,British American Tobacco Australia Limited,96000151100,6961
2020-21,Brl Holdings Pty Ltd,79067554563,4610
2020-21,Broadlex Services Pty Ltd,56060581526,7311
2020-21,Brookfield Global Manager Australia Pty Ltd,19629614946,6240
2020-21,Brookfield Properties Australia Pty Ltd,44617546479,6720
2020-21,Brophy Family & Youth Servs Inc.,80114143802,8790
2020-21,Brotherhood Of St Laurence,24603467024,8790
2020-21,Brown & Watson International Pty. Limited,29004250748,3501
2020-21,Brown Brothers Milawa Vineyard Pty. Limited,56005349235,1214
2020-21,Brownes Foods Operations Pty Limited,60146849881,1131
2020-21,Brunel Energy Pty Ltd,83078544224,7211
2020-21,Bsh Home Appliances Pty Ltd,22109198405,3494
2020-21,Buildcorp Group Pty Limited,85091336168,3020
2020-21,Building Group Apprenticeship Scheme Ltd.,23009544978,3011
2020-21,Built Pty Limited,24083928045,3020
2020-21,Bunbury Cathedral Grammar School Inc,36007093540,8023
2020-21,Bundaberg Brewed Drinks Pty Ltd,40009781953,1211
2020-21,Bundaberg Christian College Limited,36066982974,8023
2020-21,Bundaberg Friendly Society Medical Institute Limited,30087649223,8401
2020-21,Bundaberg Sugar Ltd,24077102526,1181
2020-21,Bundaleer Care Services Ltd,48003155708,8790
2020-21,Bunnings Group Limited,26008672179,4231
2020-21,Bupa Aged Care Australia Pty Ltd,74082931575,8601
2020-21,Bupa Hi Pty Ltd,81000057590,6321
2020-21,Burbank,91007099872,3019
2020-21,Bureau Veritas Australia Pty Ltd,15090874570,6999
2020-21,Burra Foods Pty. Ltd.,58007119904,1133
2020-21,Burson Automotive Pty. Ltd.,82006613378,3504
2020-21,Burwood R S L Club Ltd,49000975646,4530
2020-21,Bush Heritage Australia,78053639115,8922
2020-21,Bushland Health Group Limited,56857928614,8601
2020-21,Busways Group Pty Limited,48114855551,4622
2020-21,Butler Freight Services Pty. Ltd.,27005233269,4610
2020-21,Bvaq Pty Ltd,30004319171,6999
2020-21,C J D Equipment Pty Ltd,63008754523,3411
2020-21,C.E. Bartlett Proprietary Limited,78005199548,1333
2020-21,C.F.C. Holdings Pty Ltd,81008777348,3499
2020-21,C.H. Robinson Worldwide (Au) Pty Ltd,52006246260,5292
2020-21,C.M.V. Farms Pty. Ltd.,98005880848,139
2020-21,C.P.M. Australia Pty. Ltd.,60063244824,4310
2020-21,C.R. Kennedy & Company Proprietary Limited,50008458884,3494
2020-21,C4U Nursing Agency Pty Ltd,47628295134,7212
2020-21,CA (Pacific) Pty Ltd,20001146345,3492
2020-21,CANBERRA DATA CENTRES PROPRIETARY LIMITED,59125710394,5922
2020-21,CARBON REVOLUTION OPERATIONS PTY LTD,40154435355,2319
2020-21,CARE ASSESSMENT CONSULTANTS PTY. LTD.,67098161105,8790
2020-21,CBHS Health Fund Limited,87087648717,6321
2020-21,CCL Secure Pty Ltd,13072353452,1611
2020-21,CEA Research And Development Pty. Limited,76008604779,6910
2020-21,CHAUMET AUSTRALIA PTY LIMITED,58620052137,4253
2020-21,CHECKPOINT SYSTEMS (AUST/NZ) PTY LIMITED,18060340721,3494
2020-21,CHEIL SINGAPORE PTE.LTD.,17138145347,7291
2020-21,CIT Solutions Pty Limited,25008645823,8101
2020-21,CLUBLINKS MANAGEMENT PTY LTD,41099690301,9113
2020-21,CMC Group Holdings Pty Ltd,54609020751,6962
2020-21,CNW Pty Ltd,48009669836,3232
2020-21,COBHAM AVIATION SERVICES ENGINEERING PTY LTD,74099287117,7212
2020-21,COMPANY 3 / METHOD AUSTRALIA PTY LTD,17637234596,5514
2020-21,COOLOOLA CHRISTIAN COLLEGE LIMITED,85053740828,8023
2020-21,CPT Global Limited,16083090895,7000
2020-21,CROWDSTRIKE AUSTRALIA PTY LTD,19613865295,7000
2020-21,CSL Limited,99051588348,1841
2020-21,CSR Limited,90000001276,2032
2020-21,CUB Pty Ltd,76004056106,1212
2020-21,CVGT Australia Limited,46006178641,7211
2020-21,Cablex Pty. Ltd.,81007442382,2431
2020-21,Cabra Dominican College Limited,55403574164,8022
2020-21,Cabrini Health Limited,33370684005,8401
2020-21,Cae Australia Pty Ltd,16066670522,6923
2020-21,Cairns Airport Pty Ltd,18132228221,5220
2020-21,Cairns Hardware Company Pty Limited,87009881341,3339
2020-21,Calibre Group Pty Ltd,44100255623,6923
2020-21,Calrossy Anglican School,17870616829,8023
2020-21,Calvary Christian College,39988579928,8023
2020-21,Calvary Temple Christian Colleges Ltd.,79010066314,8023
2020-21,Camatic Pty. Limited,56004593953,2511
2020-21,Camberwell Anglican Girls' Grammar School,79004166349,8023
2020-21,Campari Australia Pty Ltd,72137554726,3606
2020-21,Campbell Page Limited,49341812398,7211
2020-21,Campbelltown Catholic Club Ltd,59000504110,4530
2020-21,Camperdown Powder Pty Ltd,56168982250,1199
2020-21,Campion Education (Aust) Pty Ltd,33074318602,4244
2020-21,Campsie R S L Sub-Branch Club Ltd,42001044373,4530
2020-21,Campus Living Villages Pty Ltd,19093198915,6711
2020-21,Canaccord Genuity Financial Limited,69008896311,6419
2020-21,Canberra Girls Grammar School,67008559331,8023
2020-21,Canberra Grammar School,40684026062,8023
2020-21,Canberra Labor Club Limited,92008546030,4530
2020-21,Canberra Raiders Sports Club Limited,57075087400,4530
2020-21,Canberra Southern Cross Club Limited,49008488855,4530
2020-21,Canberra Tradesmen'S Union Club Limited,17098615760,4530
2020-21,Cancer Council Victoria,61426486715,9559
2020-21,Canon Australia Pty. Ltd.,66005002951,3499
2020-21,Canon Business Services Australia Pty Ltd,42063577739,7291
2020-21,Canon Medical Systems Anz Pty Limited,73612054707,8599
2020-21,Canstruct International Pty Ltd,16603088151,3020
2020-21,Cantarella Bros Pty Ltd,68000095607,1199
2020-21,Canteen - The Australian Organisation For Young People Living With Cancer,77052040516,8539
2020-21,Canterbury College Limited,46010575747,8022
2020-21,Canterbury League Club Limited,84000191248,4530
2020-21,Cape Australia Holdings Pty Limited,12126824397,3292
2020-21,Cape Flattery Silica Mines Pty Ltd,66000586096,919
2020-21,Cape Preston Port Company Pty Ltd,84147842153,5212
2020-21,Capgemini Australia Pty Limited,11092284314,6962
2020-21,Capital Airport Group Pty Limited,52080711191,5220
2020-21,Capital Region Community Services Limited,24597445592,8710
2020-21,Capitol Health Limited,84117391812,8520
2020-21,Capral Limited,78004213692,2142
2020-21,Capricorn Society Limited,29008347313,6229
2020-21,Caraniche Pty. Ltd.,33059959456,8512
2020-21,Cardijn College,73509734811,8022
2020-21,Cardno Staff Pty Ltd,84098877313,7212
2020-21,Care Connect Limited,23094121810,8790
2020-21,Care Park Pty Ltd,47083921215,9533
2020-21,Career Employment Australia Ltd,65650875007,8101
2020-21,Career Employment Group Incorporated,83066351029,8101
2020-21,Careflight Limited,18210132023,8591
2020-21,Caresouth,97065193035,8609
2020-21,Carey Baptist College Ltd,67786892560,8023
2020-21,Carey Baptist Grammar School Limited,83051576062,8022
2020-21,Carl Zeiss Pty. Limited,82008410704,3491
2020-21,Carla Zampatti Pty. Limited,56001336036,4251
2020-21,Carlisle Homes Pty Ltd,86106263209,3011
2020-21,Carlton Football Club Limited,95005449909,9112
2020-21,Carnival Plc,23107998443,4820
2020-21,Caroline Chisholm Catholic College,84653151824,8022
2020-21,Carpet Call (Holdings) Pty. Ltd.,78010037144,4212
2020-21,Carrier Air Conditioning Pty Ltd,81000024742,3494
2020-21,Carrier Australia Commercial Holdings Pty Ltd,13003590921,3234
2020-21,Carrier Australia Pty Ltd,47136426214,3494
2020-21,Carrier Fire & Security Australia Pty Ltd,84086771404,2429
2020-21,Carrington Centennial Care Limited,11109853278,8601
2020-21,Carsales.Com Limited,91074444018,6940
2020-21,Carsguide Autotrader Media Solutions Pty Ltd,37150757574,5700
2020-21,Carter & Spencer Group Pty Ltd,93009890779,3603
2020-21,Carter Holt Harvey Plywood Pty Ltd,93002993106,1411
2020-21,Carter Newell Lawyers,70144715010,6931
2020-21,Casella Wines Pty. Limited,96060745315,1214
2020-21,Cash Converters International Limited,39069141546,4273
2020-21,Casino Canberra Limited,67051204114,9209
2020-21,Casinos Austria International (Cairns) Pty Limited,42062222011,9201
2020-21,Castle Hill R S L Club Ltd,35001043910,4530
2020-21,Cater Care Group Pty Ltd,16130357176,4513
2020-21,Catering Industries (Nsw) Pty. Ltd.,25069782663,4513
2020-21,Caterpillar Of Australia Pty Ltd,97004332469,3411
2020-21,Cathay Pacific Airways Limited,57000479514,4900
2020-21,Catholic Archdiocese Of Melbourne,64047619369,9540
2020-21,Catholic Archdiocese Of Sydney - Chancery Office,16389108075,9540
2020-21,Catholic Church Endowment Society Inc,29608297012,9540
2020-21,Catholic Church Insurance Limited,76000005210,6322
2020-21,Catholic College Wodonga,31244284084,8022
2020-21,Catholic Diocese Of Maitland-Newcastle,91605046457,9540
2020-21,Catholic Diocese Of Port Pirie Inc St Marks' School Board,54221435162,8023
2020-21,Catholic Education Centre,55210770582,9540
2020-21,Catholic Education Diocese Of Bathurst,73470086952,8023
2020-21,Catholic Education Office,22616685167,8010
2020-21,Catholic Education Office,91893631195,7291
2020-21,Catholic Education Office Diocese Of Parramatta,86875623906,8023
2020-21,Catholic Education Western Australia Limited,47634504135,8023
2020-21,Catholic Family Services,21578907988,8790
2020-21,Catholic Family Welfare Services,96760398961,9540
2020-21,Catholic Healthcare Limited,69064946318,8601
2020-21,Catholic Homes Incorporated,49389819484,8601
2020-21,Catholic Ladies College Limited,44058164891,8022
2020-21,Catholic Parish Of St Agnes Port Macquarie,20409792609,9540
2020-21,Catholic Parish Of St Francis Xavier Ballina - Catholic Care Of The Aged,70267397140,8601
2020-21,Catholic Regional College Melton,33995418451,8022
2020-21,Catholic Regional College Sydenham,22394397639,8022
2020-21,Catholic Schools Broken Bay,19542675092,8021
2020-21,Catholic Schools Office Armidale,90702916776,8022
2020-21,Catholic Special Schools Inc,35734173279,8024
2020-21,CatholicCare Victoria,51857084361,8790
2020-21,Catholiccare Diocese Of Broken Bay,71616242198,8790
2020-21,Catholiccare Social Services Hunter-Manning,44568352340,8790
2020-21,Catholiccare Wilcannia-Forbes Limited,46625457758,8790
2020-21,Caulfield Grammar School,79004170772,8023
2020-21,Cavpower Pty Ltd,22007735300,3411
2020-21,Cbre (C) Pty Limited,64003205552,6720
2020-21,Cbus Property Pty Ltd,48115826741,3020
2020-21,Cces Inc - Mercedes College,93414320696,8023
2020-21,Cdc Investment Group Pty Ltd,11158707629,3231
2020-21,Cea Air And Power Pty Ltd,69607825712,3499
2020-21,Cedar College Inc,21985755464,8023
2020-21,Cement Australia Pty Limited,75104053474,2031
2020-21,Cengage Learning Australia Pty Limited,14058280149,5413
2020-21,Centacare Catholic Country Sa Limited,26618419962,8790
2020-21,Centacare New England North West,73522479291,8790
2020-21,Centacare: Catholic Diocese Of Rockhampton,90507529241,8790
2020-21,Centenary Institute Of Cancer Medicine & Cell Biology,22654201090,6910
2020-21,Centennial Coal Company Limited,30003714538,600
2020-21,Centorrino Technologies Pty Ltd,83606931524,7000
2020-21,Central Bayside Community Health Services Limited,50362120798,8539
2020-21,Central Coast Grammar School Ltd,85002839607,8023
2020-21,Central Coast Group Training Limited,37002520176,8101
2020-21,Central Earthmoving Company Pty Ltd,31114978675,3212
2020-21,Central Equity Limited,27006708738,6720
2020-21,Central Highlands Group Training Incorporated,73288998195,8101
2020-21,Central Petroleum Limited,72083254308,1011
2020-21,Central Queensland University,39181103288,8102
2020-21,Centre For Eye Research Australia Limited,72076481984,6910
2020-21,Centre For Multicultural Youth,82127444713,8790
2020-21,Centrecare Inc,98651609161,8790
2020-21,Cerebral Palsy Alliance,45000062288,8790
2020-21,Cerebral Palsy Support Network Inc,26044741609,8790
2020-21,Ceridian Australia Pty Ltd,43611427206,5921
2020-21,Cerner Corporation Pty Limited,23051063435,7000
2020-21,Certis Australia Pty Ltd,51602871287,7712
2020-21,Ceva Logistics (Australia) Pty. Ltd.,63008438239,5292
2020-21,Cf Corporate Services Pty Ltd,49646764838,7291
2020-21,Cgg Services (Australia) Pty Ltd,70081777755,2394
2020-21,Cgi Technologies And Solutions Australia Pty Limited,39001260699,7000
2020-21,Challenge Community Services,17059209675,8790
2020-21,Challenger Limited,85106842371,6419
2020-21,Challenger Services Group Pty Ltd,95163895225,7311
2020-21,Chamber Of Commerce And Industry Of Western Australia Limited,96929977985,9551
2020-21,Chandler Macleod Group Limited,33090555052,6419
2020-21,Charles Darwin University,54093513649,8102
2020-21,Charles Hull Contracting Co. Pty Ltd,20008694406,3212
2020-21,Charles Parsons & Co Pty Ltd,96000008668,3711
2020-21,Charles Sturt University,83878708551,8102
2020-21,Charlesworth Nuts Pty. Ltd.,40007735882,4129
2020-21,Charter Hall Holdings Pty. Limited,15051363547,6419
2020-21,Charter Keck Cramer Pty Ltd,78618794853,6720
2020-21,Chartered Accountants Australia And New Zealand,50084642571,9551
2020-21,Cheetham Salt Limited,81006926487,1199
2020-21,Chefs On The Run Australia Pty. Ltd.,91083144665,7212
2020-21,Chevalier College,21328709826,8022
2020-21,Chevron Australia Pty Ltd,29086197757,700
2020-21,Chevron Glass Pty. Ltd.,84008038177,2010
2020-21,Chevron International Technical Center Pty Limited,50000708707,6999
2020-21,Child & Family Services Ballarat Inc,83786843940,8790
2020-21,Children Australia Inc,90680959928,8790
2020-21,Children's Cancer Institute Australia,41072279559,6910
2020-21,Children's Medical Research Institute,47002684737,6910
2020-21,China Construction Bank Corporation,24125167553,6221
2020-21,Chinova Resources Cloncurry Mines Pty Ltd,22106255216,803
2020-21,Choiceone Pty Ltd,88050158195,7212
2020-21,Chorus Australia Limited,45616910564,8790
2020-21,Christ Church Grammar School Inc,52791098115,8023
2020-21,Christadelphian Homes Limited,60960501367,8601
2020-21,Christian Brothers College,35815072613,8022
2020-21,Christian Brothers College Adelaide,11857307720,8023
2020-21,Christian Brothers High School,55425900934,8023
2020-21,Christian Brothers St Paul's College,69060056639,8023
2020-21,Christian College Geelong,54637263917,8023
2020-21,Christian Dior Australia Pty Ltd,15072174451,4251
2020-21,Christian Homes Tasmania Inc.,18218156752,8601
2020-21,Christian Outreach Centre,72157669672,8022
2020-21,Christian Schools Tasmania,53009481485,8023
2020-21,Chubb Insurance Australia Ltd,23001642020,6322
2020-21,Churches Of Christ Care,22304038262,8601
2020-21,Churches Of Christ Community Care,41041851866,8601
2020-21,Churches Of Christ Life Care Incorporated,67390593649,8601
2020-21,Ciena Australia Pty Ltd,43141157459,5802
2020-21,Cigweld Pty Ltd,56007226815,2439
2020-21,Cimic Admin Services Pty Limited,99086383977,6961
2020-21,Cirrus Networks Holdings Ltd,98103348947,7000
2020-21,Cisco Systems Australia Pty Limited,52050332940,7000
2020-21,Citic Pacific Mining Management Pty Ltd,64119578371,6999
2020-21,Citigroup Pty Limited,88004325080,6221
2020-21,Citipointe Christian College,15072238554,8023
2020-21,Citrix Systems Asia Pacific Pty Ltd,37078874530,3492
2020-21,City Chic Collective Limited,43057569169,4251
2020-21,City Facilities Management (Aus) Pty Ltd,39135098663,9429
2020-21,City Of Fairfield Rsl Memorial Club Ltd,55000953355,4530
2020-21,City Tattersalls Club,44004054353,4530
2020-21,Citylife Church Inc,89277942075,9540
2020-21,Civeo Pty Ltd,53003657510,4513
2020-21,Civic Disability Services Limited,16000744141,9559
2020-21,Civica Pty Limited,83003691718,7000
2020-21,Civil Mining & Construction Pty Ltd,18102557175,3101
2020-21,Claim Central Consolidated Pty Ltd,44602460953,3019
2020-21,Clark Equipment Australia Pty. Ltd.,34000144427,3411
